[DEBUG] 2020-04-22 13:51:48.201 [http-nio-8080-exec-135] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-04-22 13:51:48.209 [http-nio-8080-exec-135] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-04-22 13:51:48.215 [http-nio-8080-exec-135] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-04-22 13:51:48.327 [http-nio-8080-exec-135] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-04-22 13:51:48.334 [http-nio-8080-exec-135] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-04-22 13:51:48.524 [http-nio-8080-exec-135] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-04-22 13:51:48.525 [http-nio-8080-exec-135] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-04-22 13:51:48.565 [http-nio-8080-exec-135] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-04-22 13:51:49.142 [http-nio-8080-exec-135] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-04-22 13:51:49.175 [http-nio-8080-exec-135] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-04-22 13:51:49.177 [http-nio-8080-exec-135] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-04-22 13:51:49.215 [http-nio-8080-exec-135] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-04-22 13:51:49.275 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@4c550d3d
[DEBUG] 2020-04-22 13:51:49.275 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@4c550d3d
[DEBUG] 2020-04-22 13:51:49.275 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@4c550d3d
[DEBUG] 2020-04-22 13:51:49.276 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@69d2496c
[DEBUG] 2020-04-22 13:51:49.277 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@fb2e259
[DEBUG] 2020-04-22 13:51:49.277 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@644fafec
[DEBUG] 2020-04-22 13:51:49.279 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@1d1d0ff5
[DEBUG] 2020-04-22 13:51:49.279 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@1d1d0ff5
[DEBUG] 2020-04-22 13:51:49.279 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@1d1d0ff5
[DEBUG] 2020-04-22 13:51:49.285 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@6cb60416
[DEBUG] 2020-04-22 13:51:49.286 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@6cb60416
[DEBUG] 2020-04-22 13:51:49.286 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@6cb60416
[DEBUG] 2020-04-22 13:51:49.287 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@21e53da2
[DEBUG] 2020-04-22 13:51:49.287 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@21e53da2
[DEBUG] 2020-04-22 13:51:49.287 [http-nio-8080-exec-135] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@21e53da2
